8.46292	0.243462	-3.04035	0.0287602	0	8.46292	0.243462	8.6	0.25	0	4.94066e-324
8.44647	0.251318	-3.0365	0.0280429	-3.13786e-05	8.44818	0.251553	8.45	0.25	0.00606304	4.94066e-324
8.46659	0.24791	-2.55301	0.0386993	0.000906921	8.56759	0.241943	8.45	0.25	0.00606304	0.981682
8.42244	0.250488	-2.49243	0.0236545	-0.000839004	8.45582	0.253997	8.45	0.25	0.100155	0.981682
8.32889	0.249261	-2.54551	0.0209018	-0.00121829	8.42544	0.254042	8.35	0.25	0.100155	0.120362
8.22738	0.248352	-2.53122	0.0180672	-0.00191685	8.23962	0.24916	8.25	0.25	0.0104348	0.120362
7.99049	0.222319	-3.64893	0.0760292	0.0296576	7.93286	0.188391	8.05	0.2	0.0104348	5.61296
7.83042	0.17707	-3.64208	0.142334	0.0688562	7.84073	0.159858	7.85	0.15	0.0453483	5.61296
7.66708	0.143778	-3.55367	0.169911	0.116875	7.61269	0.155818	7.7	0.15	0.0453483	0.161867
7.50802	0.139343	-3.53001	0.138106	0.0717987	7.54016	0.159641	7.55	0.15	0.100113	0.161867
7.42024	0.0674765	-2.79833	0.273768	0.478119	7.50815	0.0953827	7.45	0.100001	0.100113	10.282
7.29085	0.0284145	-2.77599	0.296584	0.474011	7.3426	0.0345312	7.35	0.0500011	0.152904	10.282
7.13677	0.00377068	-2.8763	0.262988	0.29747	7.20598	0.00492725	7.2	9.49949e-07	0.152904	0.372227
7.00191	-0.0459661	-2.86279	0.292071	0.323836	7.05406	-0.0533413	7.05	-0.0499992	0.155418	0.372227
6.90592	-0.14822	-2.49624	0.481027	0.790661	6.74585	-0.143185	6.95	-0.15	0.155418	4.54701
6.80147	-0.234329	-2.50197	0.558556	0.859952	6.84972	-0.258748	6.85	-0.25	0.177194	4.54701
6.69229	-0.304454	-2.54664	0.588115	0.818642	6.66966	-0.346668	6.75	-0.349999	0.177194	0.112248
6.60008	-0.409133	-2.58626	0.674982	0.901085	6.64329	-0.462604	6.65	-0.449999	0.303805	0.112248
6.55867	-0.572865	-2.45306	0.950572	1.39593	6.60862	-0.557035	6.6	-0.549999	0.303805	4.08383
6.50456	-0.666765	-2.42104	1.01707	1.39129	6.56029	-0.650892	6.55	-0.65	0.183778	4.08383
6.46202	-0.8332	-2.47467	1.20881	1.61222	6.40696	-0.842921	6.5	-0.85	0.183778	0.980584
6.42677	-0.988859	-2.53966	1.32199	1.64526	6.45805	-1.05268	6.45	-1.05	0.309062	0.980584
6.32729	-1.01575	-2.26266	1.15756	1.17908	6.38626	-1.15695	6.35	-1.15	0.309062	8.89596
6.27352	-1.16386	-2.36423	1.23049	1.18396	6.25499	-1.25007	6.25	-1.25	0.478491	8.89596
6.35379	-1.40336	-2.50522	1.59376	1.69251	6.43125	-1.48148	6.3	-1.45	0.478491	25.1376
6.3601	-1.57412	-2.6118	1.69269	1.69627	6.36328	-1.65656	6.35	-1.65	0.426257	25.1376
6.31393	-1.5985	-2.0137	1.6256	1.42502	6.3228	-1.81431	6.3	-1.8	0.426257	11.9912
6.30038	-1.76594	-2.21033	1.67882	1.39238	6.24641	-1.95075	6.25	-1.95	2.25462	11.9912
6.33763	-1.95858	-2.60876	1.79726	1.48121	6.31851	-2.10969	6.3	-2.1	2.25462	4.88588
6.36085	-2.12459	-2.72154	1.85655	1.45793	6.34644	-2.23829	6.35	-2.25	0.794443	4.88588
6.35719	-2.23003	-2.34511	1.86954	1.3377	6.32593	-2.40018	6.35	-2.4	0.794443	5.75201
6.38079	-2.40627	-2.48331	1.91238	1.2952	6.34927	-2.55175	6.35	-2.55	1.36357	5.75201
6.42801	-2.56754	-2.61435	1.97339	1.28487	6.43125	-2.71878	6.4	-2.7	1.36357	0.701106
